2.200000000000000000e+01 1.300000000000000000e+01 1.233664867360000017e+03
7.600000000000000000e+01 6.000000000000000000e+01 2.044873163089999935e+03
2.300000000000000000e+01 1.800000000000000000e+01 4.148683789849999926e+02
4.700000000000000000e+01 3.500000000000000000e+01 1.322986668259999988e+03
7.000000000000000000e+00 7.000000000000000000e+00 2.555376866209999775e+02
4.500000000000000000e+01 3.900000000000000000e+01 8.780870398719999912e+02
6.200000000000000000e+01 5.200000000000000000e+01 1.247877352369999926e+03
1.000000000000000000e+01 1.000000000000000000e+01 2.895172384300000203e+02
1.400000000000000000e+01 1.100000000000000000e+01 3.951380900290000113e+02
3.200000000000000000e+01 2.200000000000000000e+01 8.466086361069998247e+02
4.300000000000000000e+01 3.600000000000000000e+01 9.068898738810000850e+02
7.900000000000000000e+01 6.600000000000000000e+01 1.395681420260000095e+03
4.000000000000000000e+00 3.000000000000000000e+00 3.488731411319999864e+01
7.700000000000000000e+01 5.100000000000000000e+01 2.517864941310000177e+03
7.000000000000000000e+00 7.000000000000000000e+00 1.880058079370000144e+02
3.400000000000000000e+01 3.000000000000000000e+01 7.741092746060000991e+02
1.000000000000000000e+01 9.000000000000000000e+00 2.618611493390000078e+02
2.800000000000000000e+01 2.600000000000000000e+01 6.007869259159999729e+02
2.200000000000000000e+01 1.600000000000000000e+01 8.172250548250000293e+02
7.900000000000000000e+01 6.600000000000000000e+01 1.958902672830000029e+03
4.500000000000000000e+01 1.000000000000000000e+01 5.428952916100000948e+03
7.600000000000000000e+01 6.600000000000000000e+01 1.442151556519999986e+03
1.600000000000000000e+01 1.400000000000000000e+01 4.190563633990000199e+02
1.090000000000000000e+02 7.000000000000000000e+01 5.261529447699999764e+03
1.200000000000000000e+01 8.000000000000000000e+00 2.279862988270000130e+02
1.800000000000000000e+01 1.100000000000000000e+01 1.010414405660000057e+03
6.400000000000000000e+01 4.700000000000000000e+01 1.800856766280000102e+03
6.000000000000000000e+00 5.000000000000000000e+00 1.810738979749999942e+02
4.100000000000000000e+01 2.400000000000000000e+01 1.804660540130000072e+03
3.540000000000000000e+02 2.760000000000000000e+02 9.376274272900000142e+03
1.110000000000000000e+02 9.400000000000000000e+01 3.666303064539999923e+03
1.300000000000000000e+01 1.200000000000000000e+01 3.846441727100000207e+02
1.120000000000000000e+02 9.600000000000000000e+01 2.516804322219999904e+03
2.100000000000000000e+01 1.800000000000000000e+01 5.983116586979999738e+02
3.100000000000000000e+01 2.900000000000000000e+01 5.784020541209999919e+02
1.500000000000000000e+01 1.100000000000000000e+01 4.160373741399999972e+02
1.620000000000000000e+02 1.370000000000000000e+02 3.911491855620000024e+03
3.200000000000000000e+01 2.800000000000000000e+01 8.192629288370000040e+02
5.900000000000000000e+01 4.600000000000000000e+01 1.648256169270000100e+03
9.100000000000000000e+01 7.100000000000000000e+01 2.186989747860000080e+03
1.800000000000000000e+01 1.300000000000000000e+01 4.697883327369999620e+02
1.600000000000000000e+01 1.300000000000000000e+01 5.578058069769999747e+02
1.700000000000000000e+01 1.300000000000000000e+01 4.058777896889999965e+02
2.700000000000000000e+01 2.300000000000000000e+01 7.548945891010000651e+02
1.880000000000000000e+02 1.560000000000000000e+02 4.698133932370000366e+03
1.120000000000000000e+02 8.400000000000000000e+01 4.985779945450000014e+03
5.000000000000000000e+00 5.000000000000000000e+00 1.272695520089999945e+02
1.600000000000000000e+01 5.000000000000000000e+00 6.460600220840000247e+02
8.000000000000000000e+01 2.900000000000000000e+01 5.055372956610000074e+03
1.600000000000000000e+01 1.500000000000000000e+01 3.809040185380000025e+02
8.100000000000000000e+01 6.800000000000000000e+01 2.207500656480000089e+03
4.900000000000000000e+01 4.200000000000000000e+01 1.560188950729999988e+03
3.000000000000000000e+01 2.600000000000000000e+01 7.073293473799999447e+02
8.900000000000000000e+01 8.000000000000000000e+01 2.086064443220000157e+03
7.700000000000000000e+01 6.400000000000000000e+01 1.586143785519999938e+03
7.400000000000000000e+01 6.100000000000000000e+01 1.369593312920000017e+03
5.000000000000000000e+01 3.800000000000000000e+01 1.585699105820000113e+03
1.800000000000000000e+01 1.600000000000000000e+01 6.353682013680000864e+02
3.190000000000000000e+02 2.460000000000000000e+02 8.361781939369999236e+03
2.300000000000000000e+01 2.000000000000000000e+01 3.798021116900000038e+02
2.100000000000000000e+01 1.900000000000000000e+01 4.498996067680000124e+02
2.400000000000000000e+01 2.000000000000000000e+01 6.891872238060000200e+02
1.340000000000000000e+02 6.600000000000000000e+01 1.246284305619999941e+04
1.900000000000000000e+01 1.600000000000000000e+01 3.731796369040000059e+02
1.100000000000000000e+01 8.000000000000000000e+00 1.486441873150000106e+02
3.500000000000000000e+01 2.400000000000000000e+01 9.894963917950000223e+02
1.300000000000000000e+01 1.100000000000000000e+01 3.924841178500000183e+02
1.900000000000000000e+01 1.000000000000000000e+01 6.597046282369999517e+02
2.300000000000000000e+01 1.500000000000000000e+01 7.681523566210000808e+02
2.600000000000000000e+01 2.100000000000000000e+01 6.375023959369999602e+02
2.000000000000000000e+01 1.900000000000000000e+01 3.606932837019999738e+02
2.700000000000000000e+01 2.100000000000000000e+01 4.878509716699999785e+02
1.200000000000000000e+01 1.100000000000000000e+01 2.365087573620000114e+02
1.900000000000000000e+01 1.200000000000000000e+01 8.653706870789999357e+02
4.100000000000000000e+01 3.900000000000000000e+01 8.124797120700000050e+02
1.040000000000000000e+02 9.000000000000000000e+01 2.188318375379999907e+03
1.300000000000000000e+01 1.200000000000000000e+01 2.955301403550000146e+02
4.000000000000000000e+01 3.300000000000000000e+01 9.711349855489999072e+02
1.440000000000000000e+02 1.240000000000000000e+02 4.001700347269999838e+03
4.000000000000000000e+01 3.300000000000000000e+01 8.137459326769998142e+02
1.900000000000000000e+01 1.500000000000000000e+01 4.324102776299999960e+02
5.600000000000000000e+01 4.900000000000000000e+01 1.144416392869999981e+03
1.000000000000000000e+00 1.000000000000000000e+00 2.382627300889999944e+01
7.000000000000000000e+00 6.000000000000000000e+00 1.608284783770000104e+02
1.700000000000000000e+01 1.400000000000000000e+01 6.896260770380001759e+02
2.100000000000000000e+01 2.100000000000000000e+01 6.873190953119999449e+02
1.600000000000000000e+01 1.300000000000000000e+01 2.816099884820000057e+02
7.000000000000000000e+00 7.000000000000000000e+00 3.037285810750000223e+02
7.400000000000000000e+01 6.000000000000000000e+01 1.579456566439999960e+03
1.400000000000000000e+01 1.400000000000000000e+01 3.066974641549999774e+02
1.610000000000000000e+02 1.270000000000000000e+02 4.099648940170000060e+03
9.000000000000000000e+00 5.000000000000000000e+00 3.966112250830000221e+02
1.700000000000000000e+01 7.000000000000000000e+00 8.287989200430001802e+02
8.500000000000000000e+01 4.800000000000000000e+01 5.296090537969999787e+03
6.300000000000000000e+01 2.800000000000000000e+01 5.454550442660000044e+03
8.400000000000000000e+01 7.600000000000000000e+01 2.116008568769999783e+03
8.000000000000000000e+00 7.000000000000000000e+00 2.281206845279999982e+02
6.200000000000000000e+01 4.900000000000000000e+01 1.338167881939999916e+03
2.400000000000000000e+01 2.000000000000000000e+01 3.715072908600000119e+02
1.400000000000000000e+01 1.400000000000000000e+01 2.698953603329999851e+02
1.000000000000000000e+00 1.000000000000000000e+00 1.271236280839999999e+01
5.800000000000000000e+01 4.700000000000000000e+01 1.280452223969999977e+03
1.500000000000000000e+01 1.400000000000000000e+01 2.888094944540000029e+02
7.000000000000000000e+00 7.000000000000000000e+00 1.182218105799999961e+02
8.600000000000000000e+01 2.600000000000000000e+01 9.824806582960000014e+03
1.080000000000000000e+02 7.200000000000000000e+01 4.459557042260000344e+03
2.000000000000000000e+01 1.400000000000000000e+01 7.544957363660000738e+02
4.000000000000000000e+01 3.300000000000000000e+01 1.098770790920000081e+03
2.700000000000000000e+01 2.400000000000000000e+01 6.171644536899999594e+02
7.000000000000000000e+00 6.000000000000000000e+00 8.257748975459999485e+01
6.000000000000000000e+00 3.000000000000000000e+00 1.912242003650000015e+02
2.430000000000000000e+02 1.920000000000000000e+02 6.352571352879999722e+03
5.000000000000000000e+00 5.000000000000000000e+00 9.904678794649998963e+01
2.600000000000000000e+01 2.500000000000000000e+01 9.049287470460000122e+02
1.700000000000000000e+01 1.500000000000000000e+01 3.193866443009999898e+02
